	Name	Intensity_Threshold	Ratio_Of_Black_Pixels	External_Contours	Internal_Contours	Max_Min_Height_Ratio	Max_Min_Width_Ratio	Contour_Slope	Slant_Angle	Max_Length_Direction_1	Max_Length_Direction_2	Max_Length_Direction_3	Max_Length_Direction_4	Max_Length_Direction_5	Max_Length_Direction_6	Max_Length_Direction_7	Max_Length_Direction_8	Number_Pixel_Direction_1_1	Number_Pixel_Direction_1_2	Number_Pixel_Direction_1_3	Number_Pixel_Direction_1_4	Number_Pixel_Direction_1_5	Number_Pixel_Direction_1_6	Number_Pixel_Direction_1_7	Number_Pixel_Direction_1_8	Number_Pixel_Direction_2_1	Number_Pixel_Direction_2_2	Number_Pixel_Direction_2_3	Number_Pixel_Direction_2_4	Number_Pixel_Direction_2_5	Number_Pixel_Direction_2_6	Number_Pixel_Direction_2_7	Number_Pixel_Direction_2_8	Number_Pixel_Direction_3_1	Number_Pixel_Direction_3_2	Number_Pixel_Direction_3_3	Number_Pixel_Direction_3_4	Number_Pixel_Direction_3_5	Number_Pixel_Direction_3_6	Number_Pixel_Direction_3_7	Number_Pixel_Direction_3_8	Gender
0	girl_11_4.jpg	78.0	0.068887660851	4.0	6.0	249.0	111.5	0.631027280163	-1.19259259259	1.0	0.802816901408	0.676056338028	0.225352112676	1.0	0.802816901408	0.676056338028	0.225352112676	0.134679173464	0.135168569875	0.117767808592	0.17994834149	0.11870581838	0.136514410005	0.177215878195	0.0	0.138488855966	0.147595808188	0.11549271226	0.122508115645	0.113749754897	0.15165907754	0.162116821717	0.0483888537877	0.141980912968	0.164403952536	0.110510535873	0.0908323128246	0.113888771589	0.170326422026	0.152706811368	0.0553502808158	1.0
1	boy_47.jpg	134.0	0.100636010581	8.0	2.0	75.0	57.5	0.47077662459	-2.03125	0.901408450704	0.12676056338	1.0	0.140845070423	0.901408450704	0.12676056338	1.0	0.140845070423	0.127772071969	0.122636844308	0.129940279204	0.196241774126	0.130016356651	0.117387500475	0.176005173266	0.0	0.118703536441	0.117105537414	0.145869519906	0.149760300146	0.11877301466	0.119606753283	0.17056902661	0.0596123115403	0.120945045178	0.115908754259	0.147311509406	0.129017923271	0.120463635017	0.12016738261	0.163716486446	0.0824692638128	0.0
2	boy_34.jpg	12.0	0.0540739561358	1.0	6.0	89.5	121.0	0.599371910574	-0.771929824561	0.157407407407	1.0	0.703703703704	0.203703703704	0.157407407407	1.0	0.703703703704	0.203703703704	0.135941872453	0.13913299622	0.119937159409	0.179439344101	0.120796308115	0.127890421719	0.176861897982	0.0	0.125563251001	0.149219793057	0.132968958611	0.122726134846	0.0994659546061	0.1452561749	0.175734312417	0.0490654205607	0.121468601259	0.163960540458	0.134116382619	0.100030707815	0.091298172885	0.160525103639	0.172136496238	0.0564639950867	0.0
3	girl_11_49.jpg	87.0	0.0751453488372	5.0	6.0	25.0	10.5	0.429021831643	-0.768	0.190476190476	0.365079365079	1.0	0.238095238095	0.190476190476	0.365079365079	1.0	0.238095238095	0.130095509043	0.130258077626	0.127372485267	0.196301564723	0.1270473481	0.116642958748	0.172282056493	0.0	0.113417954016	0.125127095018	0.146708649021	0.158188199023	0.110990849159	0.120535275017	0.170061333596	0.0549706451507	0.106604635232	0.124386345473	0.151472770864	0.147191460212	0.10483502683	0.123358830917	0.168055714123	0.0740952163489	1.0
4	boy1_8.jpg	115.0	0.130720899471	2.0	8.0	102.0	52.0	0.214266626036	-0.7	0.214285714286	0.166666666667	1.0	0.22619047619	0.214285714286	0.166666666667	1.0	0.22619047619	0.128313443869	0.127921186428	0.128494485766	0.200986678334	0.129384608421	0.113815005356	0.171084591826	0.0	0.111622970985	0.122199175128	0.149116036757	0.162514169943	0.112937459299	0.114541376233	0.17019608789	0.0568727237645	0.0943064112112	0.116737751901	0.167761153612	0.14925642588	0.0972175208178	0.1141312933	0.18003746079	0.0805519824882	0.0
5	boy_43.jpg	139.0	0.0812698412698	4.0	4.0	84.0	237.0	0.432751464004	-0.0632911392405	0.269230769231	0.125	1.0	0.134615384615	0.269230769231	0.125	1.0	0.134615384615	0.134489801789	0.134604873278	0.132217139898	0.183596559363	0.124708725296	0.112022093726	0.178360806651	0.0	0.0997876857749	0.120368011323	0.172427459306	0.142222222222	0.0983722576079	0.116319886766	0.193432413305	0.0570700636943	0.0919456912654	0.122306169673	0.179960411497	0.12392316485	0.0895480777273	0.123086788034	0.19509883186	0.0741308650924	0.0
6	girl_11_65.jpg	191.0	0.0729868793414	21.0	5.0	76.5	91.5	0.654487672208	-0.798882681564	0.213333333333	0.48	1.0	0.146666666667	0.213333333333	0.48	1.0	0.146666666667	0.13934099904	0.142385424229	0.120770005386	0.176857684832	0.119247792792	0.125570829723	0.175827263999	0.0	0.123633019453	0.149503188788	0.140426637878	0.122493452488	0.0973030248506	0.141026409964	0.176852795938	0.0487614706412	0.113115335112	0.1569326046	0.149154059953	0.102687981496	0.0895745117424	0.15249305154	0.177507508068	0.0585349474902	1.0
7	boy_22.jpg	20.0	0.0494678254077	28.0	4.0	72.0	94.0	0.504493350043	-0.0	0.196428571429	0.339285714286	1.0	0.160714285714	0.196428571429	0.339285714286	1.0	0.160714285714	0.135326341289	0.137556087758	0.12489333003	0.182618988631	0.121782696066	0.121534946459	0.176287609767	0.0	0.117243450538	0.138728457238	0.145497389456	0.138543639976	0.101788107009	0.132075035808	0.175414683731	0.0507092362427	0.109002256609	0.139869439072	0.149540618956	0.129231141199	0.0973363958736	0.137149419729	0.172408929723	0.0654617988395	0.0
8	girl_11_58.jpg	184.0	0.0835463979546	15.0	4.0	65.0	105.0	0.501212788415	-0.594594594595	0.163265306122	0.408163265306	1.0	0.112244897959	0.163265306122	0.408163265306	1.0	0.112244897959	0.13643361775	0.13834731435	0.122634858056	0.183182491834	0.122088087598	0.122548525878	0.174765104534	0.0	0.119863601796	0.141010229865	0.144015406128	0.132092829281	0.101660819861	0.133785540809	0.175943870667	0.0516277015921	0.106622353231	0.144648917805	0.156392761095	0.112799614802	0.0912261746779	0.142640720602	0.180514615213	0.0651548425738	1.0
9	boy_31.jpg	74.0	0.1341656263	3.0	11.0	119.0	81.0	0.506443582142	-0.889830508475	0.289156626506	0.590361445783	1.0	0.228915662651	0.289156626506	0.590361445783	1.0	0.228915662651	0.133572834458	0.134700273261	0.123196575644	0.189046645392	0.123865395272	0.122527756015	0.173090519959	0.0	0.120420326223	0.135367001255	0.139664366374	0.144761606023	0.109253450439	0.129265997491	0.168710790464	0.0525564617315	0.107828156681	0.134259939467	0.150818371485	0.133202080456	0.100805148247	0.132496841115	0.170888307719	0.0697011548294	0.0
10	boy_35.jpg	117.0	0.0445353875782	47.0	1.0	54.5	55.0	1.04204421158	-2.38095238095	0.416666666667	0.138888888889	1.0	0.111111111111	0.416666666667	0.138888888889	1.0	0.111111111111	0.139921294272	0.126512170238	0.125637662148	0.169071563912	0.131467716076	0.124325900015	0.183063693339	0.0	0.125881470368	0.120030007502	0.147186796699	0.136084021005	0.125131282821	0.121830457614	0.169692423106	0.0541635408852	0.127106741573	0.120786516854	0.144382022472	0.131882022472	0.126966292135	0.119241573034	0.156179775281	0.0734550561798	0.0
11	boy1_5.jpg	48.0	0.0610500610501	19.0	6.0	160.0	139.5	0.503145768457	-0.625	0.289719626168	0.168224299065	1.0	0.130841121495	0.289719626168	0.168224299065	1.0	0.130841121495	0.128896808454	0.127679469311	0.132178331363	0.191898519786	0.127750039696	0.113547749687	0.178049081703	0.0	0.107223278024	0.11977577974	0.158391491129	0.150534199978	0.106552533657	0.118178769344	0.182075155309	0.0572687928198	0.102814320406	0.120111440533	0.161097123106	0.137572443796	0.100996707439	0.122212124372	0.179049775778	0.07614606457	0.0
12	boy_68.jpg	165.0	0.107767489712	6.0	7.0	69.5	73.0	0.707414838419	-6.38095238095	0.833333333333	0.137254901961	1.0	0.147058823529	0.833333333333	0.137254901961	1.0	0.147058823529	0.129349029077	0.125928161787	0.129610624811	0.19657913271	0.129409397324	0.115242982191	0.1738806721	0.0	0.113818802191	0.117985094729	0.150561192422	0.155858848882	0.114644877436	0.116817814492	0.171913441681	0.0583999281674	0.112436889642	0.117276078335	0.152093778935	0.142066001642	0.112873639524	0.118044758128	0.166279415105	0.0789294386891	0.0
13	girl_11_19.jpg	14.0	0.0920100925147	7.0	4.0	105.0	58.5	0.683171683389	-1.07792207792	0.368421052632	0.447368421053	1.0	0.289473684211	0.368421052632	0.447368421053	1.0	0.289473684211	0.131938788632	0.131938788632	0.125123237173	0.187106176861	0.124137339792	0.122979981997	0.176775686913	0.0	0.11864780452	0.132243248209	0.138820503399	0.144773103068	0.10993937167	0.132243248209	0.171449568253	0.0518831526732	0.117232543242	0.137260190836	0.137428773728	0.128527597019	0.107488452072	0.139013452915	0.164166020432	0.0688829697562	1.0
14	boy_40.jpg	28.0	0.090625	13.0	4.0	103.0	68.3333333333	0.458391164377	-2.1	0.915492957746	0.154929577465	1.0	0.225352112676	0.915492957746	0.154929577465	1.0	0.225352112676	0.127160251375	0.122414244567	0.141234616392	0.189054726368	0.125327310814	0.111874836345	0.18293401414	0.0	0.112577118075	0.111935740028	0.159611508155	0.153411520371	0.114653961273	0.112241158146	0.17760063527	0.057968358683	0.120462046205	0.114003641743	0.149681347445	0.140719244338	0.121400933197	0.113463070445	0.162484351883	0.0777853647434	0.0
15	girl_11_61.jpg	110.0	0.06495215311	3.0	7.0	116.0	87.0	0.5075	-0.641975308642	0.347826086957	1.0	0.804347826087	0.239130434783	0.347826086957	1.0	0.804347826087	0.239130434783	0.14134244266	0.144714076572	0.121733729648	0.17066678497	0.116631915177	0.126569362495	0.178341688479	0.0	0.121568017422	0.150307225636	0.142918254647	0.122229135879	0.0959010655674	0.142840476005	0.178074200824	0.046161624018	0.115058692783	0.153538931722	0.144544002223	0.112384524554	0.0969993748698	0.149545044106	0.170070153504	0.0578592762381	1.0
16	girl_11_54.jpg	176.0	0.0863330046022	3.0	4.0	64.3333333333	108.5	0.863607933434	-1.07058823529	0.422535211268	0.366197183099	1.0	0.352112676056	0.422535211268	0.366197183099	1.0	0.352112676056	0.128513235688	0.12788752538	0.125397453742	0.201172249109	0.126253016818	0.121272873543	0.16950364572	0.0	0.122981655648	0.127516528541	0.132451811156	0.162789831455	0.120076357203	0.12273023559	0.157882484403	0.0535710960052	0.114456018325	0.127347054791	0.142169238743	0.145939574312	0.111571837014	0.124245514889	0.158922570182	0.0753481917437	1.0
17	boy1_7.jpg	146.0	0.0782600928903	4.0	6.0	103.0	148.0	0.466361062463	-1.66666666667	0.138211382114	0.162601626016	1.0	0.146341463415	0.138211382114	0.162601626016	1.0	0.146341463415	0.128825791889	0.127786275412	0.12885549236	0.198503096274	0.13026626472	0.112965740507	0.172797338838	0.0	0.108605464737	0.120583148011	0.153954196091	0.156516197833	0.10997099866	0.114522778406	0.17684314567	0.0590040705916	0.0906887096133	0.118374862563	0.174422763581	0.136761647392	0.0894964829313	0.118202652042	0.190491329863	0.0815615520142	0.0
